Reality Bites;;74;;64;;PG-13;;After college, Lelaina (Winona Ryder) films a documentary about herself and friends as they flounder in their attempts to forge relationships and begin careers. Vickie (Janeane Garofalo) works retail, has an endless string of one-night stands and awaits the results of her HIV test. Sammy (Steve Zahn) tries to come out to his parents. Lelaina gets involved with yuppie Michael (Ben Stiller) while maintaining a love-hate relationship with Troy (Ethan Hawke), who's undergoing an existential crisis.;;Drama;;Ben Stiller;;1993;;Winona Ryder,Ethan Hawke,Ben Stiller,Janeane Garofalo,Steve Zahn,Swoosie Kurtz,Joe Don Baker,John Mahoney,Harry O'Reilly,Susan Norfleet,David Pirner,Keith David,Karen Duffy
Schindler's List;;97;;98;;R;;Businessman Oskar Schindler (Liam Neeson) arrives in Krakow in 1939, ready to make his fortune from World War II, which has just started. After joining the Nazi party primarily for political expediency, he staffs his factory with Jewish workers for similarly pragmatic reasons. When the SS begins exterminating Jews in the Krakow ghetto, Schindler arranges to have his workers protected to keep his factory in operation, but soon realizes that in so doing, he is also saving innocent lives.;;History,Drama;;Steven Spielberg;;1993;;Liam Neeson,Ben Kingsley,Ralph Fiennes,Caroline Goodall,Jonathan Segal,Embeth Davidtz,Malgoscha Gebel,Shmuel Levy,Mark Ivanir,Beatrice Macola
What's Eating Gilbert Grape;;89;;90;;PG-13;;Gilbert Grape (Johnny Depp) is a small-town young man with a lot of responsibility. Chief among his concerns are his mother (Darlene Cates), who is so overweight that she can't leave the house, and his mentally impaired younger brother, Arnie (Leonardo DiCaprio), who has a knack for finding trouble. Settled into a job at a grocery store and an ongoing affair with local woman Betty Carver (Mary Steenburgen), Gilbert finally has his life shaken up by the free-spirited Becky (Juliette Lewis).;;Comedy,Drama;;Lasse Hallström;;1993;;Johnny Depp,Juliette Lewis,Mary Steenburgen,Leonardo DiCaprio,Darlene Cates,Laura Harrington,Mary Kate Schellhardt,Kevin Tighe,John C. Reilly,Crispin Glover,Penelope Branning
The Firm;;64;;75;;R;;A young lawyer joins a small but prestigious law firm only to find out that most of their clients are on the wrong side of the law. The company is helping to launder mob money, get clients off charges and even murder partners who threaten to blow their cover, but when the FBI come calling to gather evidence on the lawyer's colleagues, he is caught between a rock and a hard place, juggling his life and his liberty.;;Mystery & thriller,Drama;;Sydney Pollack;;1993;;Tom Cruise,Jeanne Tripplehorn,Gene Hackman,Holly Hunter,Ed Harris,Hal Holbrook,Terry Kinney,Wilford Brimley,David Strathairn,Gary Busey,Steven Hill,Tobin Bell,Barbara Garrick,Jerry Hardin,Paul Calderone,Jerry Weintraub,Karina Lombard,John Beal,Sullivan Walker
The Nightmare Before Christmas;;91;;95;;PG;;The film follows the misadventures of Jack Skellington, Halloweentown's beloved pumpkin king, who has become bored with the same annual routine of frightening people in the "real world." When Jack accidentally stumbles on Christmastown, all bright colors and warm spirits, he gets a new lease on life -- he plots to bring Christmas under his control by kidnapping Santa Claus and taking over the role. But Jack soon discovers even the best-laid plans of mice and skeleton men can go seriously awry.;;Animation,Fantasy,Other,Comedy,Kids & family;;Henry Selick;;1993;;Danny Elfman,Chris Sarandon,Catherine O'Hara,William Hickey,Glenn Shadix,Paul Reubens,Ken Page,Edward Ivory
Wayne's World 2;;63;;60;;PG-13;;After Wayne Campbell (Mike Myers) has a dream in which Jim Morrison tells him to put on a rock concert, he and fellow late-night TV star Garth Algar (Dana Carvey) try their hand at promoting. Several musical acts show little interest, leaving the pair uncertain about their ability to put on a successful show. Meanwhile, Cassandra (Tia Carrere), Wayne's rockstar girlfriend, has a new manager (Christopher Walken) who is trying to steal her away, and Wayne's antics only make things worse.;;Comedy;;Stephen Surjik;;1993;;Mike Myers,Dana Carvey,Christopher Walken,Tia Carrere,Kim Basinger,Ralph Brown,Ed O'Neill,Harry Shearer,James Hong,Chris Farley,Michael A. Nickles,Larry Sellers,Olivia d'Abo,Kevin Pollak,Drew Barrymore,Aerosmith
The Piano;;86;;91;;R;;After a long voyage from Scotland, pianist Ada McGrath (Holly Hunter) and her young daughter, Flora (Anna Paquin), are left with all their belongings, including a piano, on a New Zealand beach. Ada, who has been mute since childhood, has been sold into marriage to a local man named Alisdair Stewart (Sam Neill). Making little attempt to warm up to Alisdair, Ada soon becomes intrigued by his Maori-friendly acquaintance, George Baines (Harvey Keitel), leading to tense, life-altering conflicts.;;Drama;;Jane Campion;;1993;;Holly Hunter,Harvey Keitel,Sam Neill,Anna Paquin,Kerry Walker,Geneviève Lemon,Tungia Baker,Ian Mune,Pete Smith,Bruce Allpress,Cliff Curtis
Orlando;;82;;83;;PG-13;;In 1600, nobleman Orlando (Tilda Swinton) inherits his parents' house, thanks to Queen Elizabeth I (Quentin Crisp), who commands the young man to never change. After a disastrous affair with Russian princess Sasha (Charlotte Valandrey), Orlando looks for solace in the arts before being appointed ambassador to Constantinople in 1700, where war is raging. One morning, Orlando is shocked to wake up as a woman and returns home, struggling as a female to retain her property as the centuries roll by.;;Lgbtq+,History,Fantasy,Drama;;Sally Potter;;1993;;Tilda Swinton,Billy Zane,Lothaire Bluteau,John Wood,Charlotte Valandrey,Heathcote Williams,Quentin Crisp,Peter Eyre,Thom Hoffman,Jimmy Somerville,Dudley Sutton,Elaine Banham,John Bott,Sarah Crowden
Addams Family Values;;63;;77;;PG-13;;The members of the odd Addams Family are up to more macabre antics in this sequel. This time around, Gomez Addams (Raul Julia) and his wife, Morticia (Anjelica Huston), are celebrating the arrival of a baby boy. But siblings Wednesday (Christina Ricci) and Pugsley (Jimmy Workman) are none too happy about the new addition, and try their best to eliminate the infant. When nanny Debbie Jelinsky (Joan Cusack) appears to keep the kids in line, her presence leads to an unexpected treacherous twist.;;Comedy;;Barry Sonnenfeld;;1993;;Anjelica Huston,Raul Julia,Christopher Lloyd,Joan Cusack,Christina Ricci,Carol Kane,Jimmy Workman,Carel Struycken,Dana Ivey,Peter MacNicol,Christine Baranski,Mercedes McNab,Peter Graves,Kaitlyn Hooper,David Krumholtz,Christopher Hart,Kristen Hooper
Rising Sun;;40;;33;;R;;When a prostitute is found dead in a Los Angeles skyscraper occupied by a large Japanese corporation, detectives John Conner (Sean Connery) and Web Smith (Wesley Snipes) are called in to investigate. Although Conner has previous experience working in Japan, cultural differences make their progress difficult until a security disc showing the murder turns up. Close scrutiny proves the disc has been doctored, and the detectives realize they're dealing with a cover-up as well.;;Mystery & thriller;;Philip Kaufman;;1993;;Sean Connery,Wesley Snipes,Harvey Keitel,Cary-Hiroyuki Tagawa,Kevin Anderson,Mako,Ray Wise,Stan Egi,Stan Shaw,Tia Carrere,Steve Buscemi,Tatjana Patitz,Clyde Kusatsu
In the Name of the Father;;95;;94;;R;;Unemployed young Irishman Gerry Conlon (Daniel Day-Lewis) gets by as a petty thief in 1970s Belfast. When local IRA leaders get fed up with him, he flees to England and meets up with his friend Paul Hill (John Lynch). On the same night that the IRA bombs a nearby pub, the friends get kicked out of their communal digs and are forced to sleep in a park. He returns to Belfast, but is arrested as the prime suspect in the bombing and imprisoned, where he spends 15 years trying to clear his name.;;Crime,Drama,Biography;;Jim Sheridan;;1993;;Daniel Day-Lewis,Pete Postlethwaite,Emma Thompson,John Lynch,Corin Redgrave,Beatie Edney,Daniel Massey,Alison Crosbie
Benny &amp; Joon;;85;;76;;PG;;Benny (Aidan Quinn), who cares for his mentally disturbed sister, Joon (Mary Stuart Masterson), also welcomes the eccentric Sam (Johnny Depp) into his home at Joon's request. Sam entertains Joon while he dreams of a job at the video store. Once Benny realizes Joon and Sam have started a relationship, he kicks Sam out of the house. This leads to an altercation between brother and sister. Joon runs away with Sam, who soon realizes that she may need more support than he alone can provide.;;Romance,Comedy;;Jeremiah S. Chechik;;1993;;Johnny Depp,Mary Stuart Masterson,Aidan Quinn,Julianne Moore,Oliver Platt,CCH Pounder,Dan Hedaya,Joe Grifasi,William H. Macy,Eileen Ryan
Mrs. Doubtfire;;77;;72;;PG;;Troubled that he has little access to his children, divorced Daniel Hillard (Robin Williams) hatches an elaborate plan. With help from his creative brother Frank (Harvey Fierstein), he dresses as an older British woman and convinces his ex-wife, Miranda (Sally Field), to hire him as a nanny. "Mrs. Doubtfire" wins over the children and helps Daniel become a better parent -- but when both Daniel and his nanny persona must meet different parties at the same restaurant, his secrets may be exposed.;;Kids & family,Comedy;;Chris Columbus;;1993;;Robin Williams,Sally Field,Pierce Brosnan,Harvey Fierstein,Polly Holliday,Lisa Jakub,Matthew Lawrence,Mara Wilson,Robert Prosky,Anne Haney,Scott Capurro
Ace Ventura: Pet Detective;;57;;49;;PG-13;;When the dolphin mascot of Miami's NFL team is abducted, Ace Ventura (Jim Carrey), a zany private investigator who specializes in finding missing animals, looks into the case. Soon Miami Dolphins players are kidnapped too, including star player Dan Marino (Dan Marino), making Ace's sleuth work even more pressing. Working with Dolphins representative Melissa Robinson (Courteney Cox), Ace closes in on the culprits, but not before many ridiculous misadventures.;;Comedy;;Tom Shadyac;;1993;;Jim Carrey,Courteney Cox,Sean Young,Tone Loc,Dan Marino,Noble Willingham,Troy Evans,Randall "Tex" Cobb,Raynor Scheine,Udo Kier
Much Ado About Nothing;;86;;90;;PG-13;;In this Shakespearean farce, Hero (Kate Beckinsale) and her groom-to-be, Claudio (Robert Sean Leonard), team up with Claudio's commanding officer, Don Pedro (Denzel Washington), the week before their wedding to hatch a matchmaking scheme. Their targets are sharp-witted duo Benedick (Kenneth Branagh) and Beatrice (Emma Thompson) -- a tough task indeed, considering their corresponding distaste for love and each other. Meanwhile, meddling Don John (Keanu Reeves) plots to ruin the wedding.;;Comedy;;Kenneth Branagh;;1993;;Kenneth Branagh,Emma Thompson,Denzel Washington,Keanu Reeves,Michael Keaton,Robert Sean Leonard,Richard Briers,Kate Beckinsale,Gerard Horan,Richard Clifford,Brian Blessed,Patrick Doyle,Jimmy Yuill,Imelda Staunton,Phyllida Law,Ben Elton,Edward Jewesbury,Andy Hockley,Chris Barnes,Conrad Nelson
True Romance;;93;;93;;R;;A comic-book nerd and Elvis fanatic Clarence (Christian Slater) and a prostitute named Alabama (Patricia Arquette) fall in love. Clarence breaks the news to her pimp and ends up killing him. He grabs a suitcase of cocaine on his way out thinking it is Alabama's clothing. The two hit the road for California hoping to sell the cocaine, but the mob is soon after them.;;Crime,Romance,Drama;;Tony Scott;;1993;;Christian Slater,Patricia Arquette,Dennis Hopper,Val Kilmer,Gary Oldman,Brad Pitt,Christopher Walken,Bronson Pinchot,Michael Rapaport,Saul Rubinek,Chris Penn,Tom Sizemore,Samuel L. Jackson,Conchata Ferrell,James Gandolfini,Anna Thomson,Victor Argo
Dave;;72;;95;;PG-13;;Shifty White House chief of staff Bob Alexander (Frank Langella) hatches a scheme to use a double for the president (Kevin Kline) at a public photo opportunity. Small business owner Dave Kovic (Kline) fits the bill, but after the president suffers a debilitating stroke, opportunist Alexander arranges for Dave to step in full time without even informing the First Lady (Sigourney Weaver). It doesn't take long before the press, the nation and the president's wife realize something is different.;;Comedy;;Ivan Reitman;;1993;;Kevin Kline,Sigourney Weaver,Frank Langella,Ben Kingsley
Dead Alive;;87;;88;;R;;Overprotective mother Vera Cosgrove (Elizabeth Moody), spying on her grown son, Lionel (Timothy Balme), as he visits the zoo with the lovely Paquita (Diana Peñalver), is accidentally bitten by the fearsome Sumatran rat-monkey. When the bite turns his beloved mother into a zombie, Lionel tries to keep her locked safely in the basement, but her repeated escapes turn most of the neighbors into the walking dead, who then crash a high-society party thrown by Lionel's boorish Uncle Les (Ian Watkin).;;Horror,Comedy;;Peter Jackson;;1993;;Timothy Balme,Diana Peñalver,Elizabeth Moody,Ian Watkin,Brenda Kendall,Stuart Devenie,Jed Brophy,Elizabeth Brimilcombe,Murray Keane,Glenis Levestam,Lewis Rowe,Elizabeth Mulfaxe,Davina Whitehouse
Grumpy Old Men;;74;;63;;PG-13;;John Gustafson (Jack Lemmon) and Max Goldman (Walter Matthau) are two curmudgeonly neighbors who have been at each other's throats for years. The rivalry of the former friends intensifies when Ariel (Ann-Margret) comes along and provides a love interest for both of them. When Max finds out that John is experiencing family troubles and financial ruin, however, he steps in to help. Their bond is further cemented when John has a health scare and Max makes the ultimate sacrifice for his friend.;;Comedy;;Donald Petrie;;1993;;Jack Lemmon,Walter Matthau,Ann-Margret,Daryl Hannah,Buck Henry,Burgess Meredith,Kevin Pollak,Ossie Davis,Christopher McDonald,Joe Howard
The Ballad of Little Jo;;64;;76;;R;;After becoming pregnant outside marriage, Josephine (Suzy Amis) is thrown out by her embarrassed upper-class family. With no money, she gives up the baby and travels west, where she constantly fears for her safety against predatory men. Josephine begins to masquerade as a man named Jo, and eventually settles down in a small town where she is employed as a sheepherder for Frank Badger (Bo Hopkins). Jo hides the truth until worker Tinman Wong (David Chung) is forced to move in with her.;;History,Drama;;Maggie Greenwald;;1993;;Suzy Amis,Bo Hopkins,Ian McKellen,David Chung,Carrie Snodgress,Rene Auberjonois,Heather Graham
Naked;;92;;88;;NC;;An unemployed Brit vents his rage on unsuspecting strangers as he embarks on a nocturnal London odyssey.;;Comedy,Drama;;Mike Leigh;;1993;;David Thewlis,Lesley Sharp,Katrin Cartlidge,Greg Cruttwell,Claire Skinner,Peter Wight,Ewen Bremner,Susan Vidler,Deborah MacLaren,Gina McKee
El Mariachi;;76;;91;;R;;El Mariachi (Carlos Gallardo) is a traveling guitar player with the modest desire to play music for a living. Looking for a job, he stops at a bar in a tiny town, where his simple, peaceful lifestyle is interrupted. Local hit men, expecting enemy assassin Azul (Reinol Martinez) to invade their town, believe that the visiting musician is the professional killer they are looking for. Unwittingly embroiled in vicious mob warfare, El Mariachi must shoot his way out of town if he is to survive.;;Action;;Robert Rodriguez;;1993;;Carlos Gallardo,Consuelo Gómez,Reinol Martinez,Peter Marquardt,Ramiro Gómez,Jesús López,Luis Baró,Oscar Fabila,Jaime De Hoyos
Wes Craven's New Nightmare;;66;;80;;R;;Reality and fantasy meet in unsettling ways in this installment of the long-running horror series, which finds director Wes Craven and actors Heather Langenkamp and Robert Englund all portraying themselves. As Heather (Heather Langenkamp) considers making another film with Craven, her son, Dylan (Miko Hughes), falls under the spell of the iconic disfigured villain Freddy Krueger (Robert Englund). Eventually, Langenkamp must confront Freddy's demonic spirit to save the soul of Dylan.;;Horror;;Wes Craven;;1994;;Robert Englund,Heather Langenkamp,Miko Hughes,David Newsom,Tracy Middendorf,Fran Bennett,John Saxon,Wes Craven,Robert Shaye,Sara Risher,Marianne Maddalena
Color of Night;;30;;22;;R;;Attempts on his life escalate as a New York psychologist (Bruce Willis) closes in on a colleague's killer in Los Angeles.;;Mystery & thriller;;Richard Rush;;1994;;Bruce Willis,Jane March,Rubén Blades,Lesley Ann Warren,Scott Bakula,Brad Dourif,Lance Henriksen,Kevin J. O'Connor,Andrew Lowery,Eriq La Salle,Jeff Corey,Kathleen Wilhoite,Shirley Knight
Bullets Over Broadway;;83;;97;;R;;Struggling 1920s playwright David Shayne (John Cusack), having failed to secure financing for his latest work, reluctantly makes a deal with mob boss Nick Valenti (Joe Viterelli) : a Broadway debut with the chance to direct, as long as Nick's flibbertigibbet girlfriend, Olive (Jennifer Tilly), plays one of the lead roles. As Olive and star Helen Sinclair (Dianne Wiest) attempt to upstage each other, Olive's gangland bodyguard Cheech (Chazz Palminteri) starts suggesting changes to David's script.;;Comedy;;Woody Allen;;1994;;John Cusack,Jack Warden,Chazz Palminteri,Joe Viterelli,Jennifer Tilly,Rob Reiner,Mary-Louise Parker,Dianne Wiest,Harvey Fierstein,Jim Broadbent,Tracey Ullman
The Shawshank Redemption;;98;;91;;R;;Andy Dufresne (Tim Robbins) is sentenced to two consecutive life terms in prison for the murders of his wife and her lover and is sentenced to a tough prison. However, only Andy knows he didn't commit the crimes. While there, he forms a friendship with Red (Morgan Freeman), experiences brutality of prison life, adapts, helps the warden, etc., all in 19 years.;;Drama;;Frank Darabont;;1994;;Tim Robbins,Morgan Freeman,Bob Gunton,William Sadler,Clancy Brown,Gil Bellows,James Whitmore,Mark Rolston,Jeffrey DeMunn
Eat Drink Man Woman;;92;;88;;NC;;Master Chef Chu (Sihung Lung) is semi-retired and lives at home with his three unmarried daughters, Jia-Jen (Kuei-Mei Yang), a religious chemistry teacher; Jia-Chien (Chien-Lien Wu), an airline executive; and Jia-Ning (Yu-wen Wang), an employee at a fast-food joint. Life at the family's house revolves heavily around preparing and eating an elaborate dinner every Sunday. The stability of these meals gives them all strength as they deal with new romantic relationships and disappointments.;;Drama;;Ang Lee;;1994;;Liang Hsiung,Kuei-Mei Yang,Chien-Lien Wu,Yu-wen Wang,Ya-lei Kuei,Sylvia Chang,Winston Chao,Chit-Man Chan
Four Weddings and a Funeral;;74;;96;;R;;Lovable Englishman Charles (Hugh Grant) and his group of friends seem to be unlucky in love. When Charles meets a beautiful American named Carrie (Andie MacDowell) at a wedding, he thinks his luck may have changed. But, after one magical night, Carrie returns to the States, ending what might have been. As Charles and Carrie's paths continue to cross -- over a handful of nuptials and one funeral -- he comes to believe they are meant to be together, even if their timing always seems to be off.;;Romance,Comedy;;Mike Newell;;1994;;Hugh Grant,Andie MacDowell,Kristin Scott Thomas,Simon Callow,Rowan Atkinson,James Fleet,John Hannah,Charlotte Coleman,David Bower,Corin Redgrave,Kenneth Griffith,Jeremy Kemp,Rosalie Crutchley,Anna Chancellor
The Crow;;90;;83;;R;;The night before his wedding, musician Eric Draven (Brandon Lee) and his fiancée are brutally murdered by members of a violent inner-city gang. On the anniversary of their death, Eric rises from the grave and assumes the gothic mantle of the Crow, a supernatural avenger. Tracking down the thugs responsible for the crimes and mercilessly murdering them, Eric eventually confronts head gangster Top Dollar (Michael Wincott) to complete his macabre mission.;;Fantasy,Action;;Alex Proyas;;1994;;Brandon Lee,Ernie Hudson,Michael Wincott,David Patrick Kelly,Angel David,Rochelle Davis,Bai Ling,Laurence Mason,Michael Massee,Bill Raymond,Marco Rodríguez,Sofia Shinas,Anna Thomson,Tony Todd,Jon Polito
The Flintstones;;24;;20;;PG;;Big-hearted, dim-witted factory worker Fred Flintstone (John Goodman) lends money to his friend Barney Rubble (Rick Moranis) so that he can adopt a baby. As thanks, Barney swaps his IQ test for Fred's during an executive search program. After getting promoted, however, Fred becomes embroiled in the dastardly scheming of his boss Cliff Vandercave (Kyle MacLachlan), who enlists his secretary, Sharon Stone (Halle Berry), to seduce Fred, angering Fred's wife, Wilma (Elizabeth Perkins).;;Kids & family,Comedy;;Brian Levant;;1994;;John Goodman,Elizabeth Perkins,Rick Moranis,Rosie O'Donnell,Kyle MacLachlan,Halle Berry,Elizabeth Taylor,Dann Florek,Richard Moll,Irwin Keyes,Jonathan Winters,Harvey Korman
Rudyard Kipling's The Jungle Book;;55;;80;;PG;;When his father is killed by a jungle tiger, Mowgli (Jason Scott Lee) is orphaned and grows up in the wild, raised by animals. Years later, the bracelet given to him by his childhood friend, Kitty (Lena Headey), is stolen. In pursuing it, he discovers Monkey City with all its treasures. He is reunited with Kitty, but struggles to adapt to civilization. When Kitty's unscrupulous suitor, Capt. Boone (Cary Elwes), attempts to raid the jungle of its treasures, Mowgli's life is imperiled.;;Romance,Kids & family,Adventure;;Stephen Sommers;;1994;;Jason Scott Lee,Cary Elwes,Lena Headey,Sam Neill,John Cleese,Jason Flemyng,Stefan Kalipha,Ron Donachie
The Professional;;95;;74;;R;;Mathilda (Natalie Portman) is only 12 years old, but is already familiar with the dark side of life: her abusive father stores drugs for corrupt police officers, and her mother neglects her. Léon (Jean Reno), who lives down the hall, tends to his houseplants and works as a hired hitman for mobster Tony (Danny Aiello). When her family is murdered by crooked DEA agent Stansfield (Gary Oldman), Mathilda joins forces with a reluctant Léon to learn his deadly trade and avenge her family's deaths.;;Crime,Mystery & thriller,Drama,Action;;Luc Besson;;1994;;Jean Reno,Gary Oldman,Natalie Portman,Danny Aiello,Peter Appel,Michael Badalucco,Ellen Greene,Elizabeth Regen,Carl J. Matusovich,Randolph Scott,Frank Senger,Luc Bernard
Drunken Master II;;88;;84;;R;;From a land where honor and tradition reign, comes the legend of a martial-arts hero unlike any other -- the "Drunken Master" -- who can turn just one drink into devastation and humiliation for his enemies. His technique is fast, furious... and powerfully funny.;;Sports & fitness,Comedy,Action;;Chia-Liang Liu;;1994;;Jackie Chan,Ti Lung,Anita Mui,Chia-Liang Liu,Andy Lau,Felix Wong
Star Trek Generations;;57;;47;;PG;;In the 23rd century, the Starship Enterprise is dispatched to the scene of a giant energy field about to engulf two ships. Capt. Kirk (William Shatner) averts calamity, but is exposed to the field and presumed dead. Years later, the Enterprise's new commander, Capt. Picard (Patrick Stewart), learns that one of the disaster's survivors, Dr. Soran (Malcolm McDowell), plans to enter the field by destroying a neighboring star. Picard now must collaborate with an unlikely ally in order to stop him.;;Sci-fi;;David Carson;;1994;;Patrick Stewart,William Shatner,Malcolm McDowell,Jonathan Frakes,Brent Spiner,LeVar Burton,Michael Dorn,Gates McFadden,Marina Sirtis,James Doohan,Walter Koenig,Whoopi Goldberg,Barbara March,Gwynyth Walsh,Alan Ruck
Higher Learning;;74;;45;;R;;In John Singleton's powerful portrait of college life in the 1990s, a group of incoming freshmen at Columbus University -- including varsity athlete Malik Williams (Omar Epps), awkward outcast Remy (Michael Rapaport) and wide-eyed Kristen Connor (Kristy Swanson) -- struggle to find themselves and adjust to newfound independence. When Remy finds acceptance among a group of neo-Nazis, tensions rise even higher on a campus already divided along racial, socio-economic and gender lines.;;Drama;;John Singleton;;1994;;Omar Epps,Kristy Swanson,Michael Rapaport,Jennifer Connelly,Ice Cube,Jason Wiles,Tyra Banks,Cole Hauser,Laurence Fishburne,Bradford English,Regina King,Busta Rhymes,Jay R. Ferguson,Andrew Bryniarski
Mary Shelley's Frankenstein;;49;;38;;R;;As Viktor Frankenstein (Kenneth Branagh) is dying he shares a tale of gruesome terror with a sea captain. Viktor, using previous experiments by a brilliant scientist, was able to bring a creature (Robert De Niro) assembled from body parts back to life. Once he realized how destructive his experiments had become, he abandoned the creature and tried to live a normal life with his fiance (Helena Bonham Carter). The lonely creature seeks out Viktor and demands one of two things: a bride or revenge.;;Horror;;Kenneth Branagh;;1994;;Robert De Niro,Kenneth Branagh,Tom Hulce,Helena Bonham Carter,Aidan Quinn,Ian Holm,Richard Briers,John Cleese,Robert Hardy,Cherie Lunghi,Celia Imrie,Trevyn McDowell,Charles Wyn-Davies,Rory Jennings
Interview With the Vampire;;86;;64;;R;;Born as an 18th-century lord, Louis is now a bicentennial vampire, telling his story to an eager biographer. Suicidal after the death of his family, he meets Lestat, a vampire who persuades him to choose immortality over death and become his companion. Eventually, gentle Louis resolves to leave his violent maker, but Lestat guilts him into staying by turning a young girl -- whose addition to the "family" breeds even more conflict.;;Horror,Romance,Drama;;Neil Jordan;;1994;;Tom Cruise,Brad Pitt,Antonio Banderas,Stephen Rea,Christian Slater,Kirsten Dunst,Domiziana Giordano,Thandie Newton,Indra Ové,Laure Marsac
Wyatt Earp;;61;;32;;PG-13;;The epic biography of western lawman Wyatt Earp, who at an early age, is taught that nothing matters more than family and the law. He becomes a respected sheriff in Dodge City and Tombstone. Joined by his brothers and Doc Holliday, Earp wages war on the dreaded Clanton and McLaury gangs.;;Biography;;Lawrence Kasdan;;1994;;Kevin Costner,Dennis Quaid,Gene Hackman,Jeff Fahey,Mark Harmon,Michael Madsen,Catherine O'Hara,Bill Pullman,Isabella Rossellini,Tom Sizemore,JoBeth Williams,Mare Winningham,David Andrews,Linden Ashby,Joanna Going,Annabeth Gish,Betty Buckley,Jim Wilson,Kevin Costner,Lawrence Kasdan
Little Women;;84;;93;;PG;;In this 1994 adaptation of Louisa May Alcott's classic, the March sisters confront growing pains, financial shortages, family tragedies and romantic rivalries in mid-19th-century Massachusetts. Jo (Winona Ryder) struggles for independence and sometimes clashes with her beloved mother and her sisters Meg, Amy and Beth. She also contends with their cranky Aunt March, their impulsive neighbor Laurie (Christian Bale) and kindly linguistics professor Friedrich Bhaer (Gabriel Byrne).;;Drama;;Gillian Armstrong;;1994;;Winona Ryder,Gabriel Byrne,Trini Alvarado,Samantha Mathis,Kirsten Dunst,Claire Danes,Christian Bale,Eric Stoltz,John Neville,Mary Wickes,Susan Sarandon
Clear and Present Danger;;74;;80;;PG-13;;Agent Jack Ryan (Harrison Ford) becomes acting deputy director of the CIA when Admiral Greer (James Earl Jones) is diagnosed with cancer. When an American businessman, and friend of the president, is murdered on a yacht, Ryan starts discovering links between the man and drug dealers. As CIA agent John Clark (Willem Dafoe) is sent to Colombia to kill drug kingpins in retaliation, Ryan must fight through multiple cover-ups to figure out what happened and who's responsible.;;Mystery & thriller,Drama;;Phillip Noyce;;1994;;Harrison Ford,Willem Dafoe,Anne Archer,Joaquim de Almeida,Henry Czerny,Harris Yulin,Donald Moffat,Miguel Sandoval,Benjamin Bratt,Raymond Cruz,Dean Jones,Thora Birch,Ann Magnuson,Hope Lange
Forrest Gump;;95;;71;;PG-13;;Slow-witted Forrest Gump (Tom Hanks) has never thought of himself as disadvantaged, and thanks to his supportive mother (Sally Field), he leads anything but a restricted life. Whether dominating on the gridiron as a college football star, fighting in Vietnam or captaining a shrimp boat, Forrest inspires people with his childlike optimism. But one person Forrest cares about most may be the most difficult to save -- his childhood love, the sweet but troubled Jenny (Robin Wright).;;Comedy,Drama;;Robert Zemeckis;;1994;;Tom Hanks,Robin Wright,Gary Sinise,Mykelti Williamson,Sally Field,Rebecca Williams,Michael Conner Humphreys,Harold G. Herthum,George Kelly,Bob Penny,John Randall,Sam Anderson,Margo Moorer,Ione M. Telech,Peter Dobson,Siobhan Fallon,Tyler Long,Christopher Jones,Grady Bowman,Jason McGuire
Street Fighter;;20;;12;;PG-13;;Gen. Bison (Raul Julia), the evil dictator of Shadaloo, captures a busload of relief workers and holds them for ransom. Col. Guile (Jean-Claude Van Damme) leads an international strike force to invade Shadaloo and rescue the hostages. Along the way, Guile recruits Chun-Li (Ming-Na Wen), a reporter and martial-arts expert whose father was killed by Bison years ago, two young con men (Damian Chapa, Byron Mann) and a sumo wrestler (Peter Navy Tuiasosopo).;;Action;;Steven E. de Souza;;1994;;Jean-Claude Van Damme,Raul Julia,Ming-Na,Damian Chapa,Kylie Minogue,Simon Callow,Roshan Seth,Wes Studi,Byron Mann,Peter Navy Tuiasosopo
Fresh;;91;;88;;R;;Fresh (Sean Nelson) is a 12-year-old drug dealer who finds himself trapped in a web of poverty, corruption and racial tension in Brooklyn, New York. When his drug-addict sister Nichole (N'Bushe Wright) starts sleeping with local drug lord Esteban (Giancarlo Esposito), Fresh calls upon the skills he learned playing chess with his alcoholic father and speed-chess champion Sam (Samuel L. Jackson) and devises a complex strategy that will free both himself and his sister.;;Drama;;Boaz Yakin;;1994;;Sean Nelson,Giancarlo Esposito,Samuel L. Jackson,N'Bushe Wright,Ron Brice,Jean-Claude La Marre,Luis Lantigua,Yul Vazquez,Cheryl Freeman
Disclosure;;41;;59;;R;;In this Michael Crichton adaptation, Tom Sanders (Michael Douglas) is a senior executive at a cutting-edge technology corporation on the verge of releasing an innovative new product. Sanders' boss, Bob Galvin (Donald Sutherland), is putting the final touches on a potentially lucrative merger and everything is in order for Tom until a vamp from his past, Meredith Johnson (Demi Moore), swoops in, stealing his impending promotion and then -- doubling down -- suing him for sexual harassment.;;Mystery & thriller;;Barry Levinson;;1994;;Michael Douglas,Demi Moore,Donald Sutherland,Caroline Goodall,Dylan Baker,Roma Maffia,Dennis Miller,Allan Rich,Nicholas Sadler,Rosemary Forsyth,Suzie Plakson,Jacqueline Kim,Joe Uria
