Buffy the Vampire Slayer;;43;;36;;PG-13;;For Buffy Summers (Kristy Swanson), nothing is the same after she meets Merrick Jamison-Smythe (Donald Sutherland). Merrick tells the teen that he's been sent to train her to fight vampires, and he proves himself by displaying his supernatural powers. Buffy is a quick study, and soon takes fellow student Oliver Pike (Luke Perry) under her wing, repeatedly saving him from fierce bloodsuckers. But, when a very dangerous vampire (Rutger Hauer) gets rambunctious, she must go to war again.;;Comedy;;Fran Rubel Kuzui;;1992;;Kristy Swanson,Luke Perry,Donald Sutherland,Paul Reubens,Rutger Hauer,Michele Abrams,Hilary Swank,Paris Vaughan,David Arquette,Randall Batinkoff,Candy Clark,Andrew Lowery,Sasha Jenson,Stephen Root,Natasha Gregson Wagner,Mark DeCarlo;;https://www.rottentomatoes.com/m/buffy_the_vampire_slayer
Glengarry Glen Ross;;88;;95;;R;;When an office full of New York City real estate salesmen is given the news that all but the top two will be fired at the end of the week, the atmosphere begins to heat up. Shelley Levene (Jack Lemmon), who has a sick daughter, does everything in his power to get better leads from his boss, John Williamson (Kevin Spacey), but to no avail. When his coworker Dave Moss (Ed Harris) comes up with a plan to steal the leads, things get complicated for the tough-talking salesmen.;;Drama;;James Foley;;1992;;Al Pacino,Jack Lemmon,Alec Baldwin,Ed Harris,Alan Arkin,Kevin Spacey,Jonathan Pryce,Bruce Altman,Jude Ciccolella,Paul Butler;;https://www.rottentomatoes.com/m/glengarry_glen_ross
Unforgiven;;93;;96;;R;;When prostitute Delilah Fitzgerald (Anna Thomson) is disfigured by a pair of cowboys in Big Whiskey, Wyoming, her fellow brothel workers post a reward for their murder, much to the displeasure of sheriff Little Bill Daggett (Gene Hackman), who doesn't allow vigilantism in his town. Two groups of gunfighters, one led by aging former bandit William Munny (Clint Eastwood), the other by the florid English Bob (Richard Harris), come to collect the reward, clashing with each other and the sheriff.;;Western;;Clint Eastwood;;1992;;Clint Eastwood,Gene Hackman,Morgan Freeman,Richard Harris,Jaimz Woolvett,Saul Rubinek,Frances Fisher,Anna Thomson,David Mucci,Rob Campbell,Anthony James;;https://www.rottentomatoes.com/m/1041911-unforgiven
The Bodyguard;;64;;34;;R;;Best-selling pop diva Rachel Marron (Whitney Houston) has a stalker whose obsession has risen to the level of disturbing threats. At the urging of her manager (Gary Kemp), Rachel hires former secret service agent Frank Farmer (Kevin Costner) as her bodyguard. Initially resented and treated with disdain for his hard-nosed security procedures, Farmer soon becomes an integral part of Rachel's inner circle. As they spend more time together, client and protector become closer still.;;Drama,Romance;;Mick Jackson;;1992;;Kevin Costner,Whitney Houston,Gary Kemp,Bill Cobbs,Ralph Waite,Tomas Arana,Michele Lamar Richards,Mike Starr,Christopher Birt,DeVaughn Nixon;;https://www.rottentomatoes.com/m/the_bodyguard_1992
Bram Stoker's Dracula;;79;;75;;R;;Adaptation of Bram Stoker's classic vampire novel. Gary Oldman plays Dracula whose lonely soul is determined to reunite with his lost love, Mina (Winona Ryder). In Britain, Dracula begins a reign of terror and seduction draining the life from her closest friend, Lucy (Sadie Frost). Together they try and drive Dracula away.;;Horror;;Francis Ford Coppola;;1992;;Gary Oldman,Winona Ryder,Anthony Hopkins,Keanu Reeves,Richard E. Grant,Cary Elwes,Bill Campbell,Sadie Frost,Tom Waits,Monica Bellucci,Michaela Bercu,Florina Kendrick,Jay Robinson;;https://www.rottentomatoes.com/m/bram_stokers_dracula
Cool World;;31;;4;;PG-13;;After a bizarre incident, Frank Harris (Brad Pitt) is transported into the cartoon realm of Cool World, where he remains the only human among various animated characters for years. Eventually, artist Jack Deebs (Gabriel Byrne) also enters Cool World and sets his lustful sights on his own creation, a blond bombshell named Holli Would (Kim Basinger). However, excessive intermingling between cartoons and humans is said to lead to dire consequences, a risk Jack seems ready to take.;;Fantasy;;Ralph Bakshi;;1992;;Kim Basinger,Gabriel Byrne,Brad Pitt,Michele Abrams,Deirdre O'Connell,Carrie Hamilton,Frank Sinatra Jr.,William Frankfather;;https://www.rottentomatoes.com/m/1040378-cool_world
The Joy Luck Club;;89;;86;;R;;In San Francisco, a group of aging Chinese women (Kieu Chinh, Tsai Chin, France Nuyen, Lisa Lu) meet regularly to trade familial stories while playing Mahjong. In a series of sixteen vignettes that spans generations and continents, this adaptation of Amy Tan's bestselling novel explores cultural conflict and the often-turbulent relationships between four first-generation Chinese-American women (Ming-Na Wen, Tamlyn Tomita, Lauren Tom, Rosalind Chao) and their mothers.;;Drama;;Wayne Wang;;1993;;Rosalind Chao,Tamlyn Tomita,France Nuyen,Vivian Wu,Andrew McCarthy,Kieu Chinh,Tsai Chin,Lisa Lu,Ming-Na,Lauren Tom,Chao-Li Chi,Melanie Chang,Victor Wong,Lisa Connolly,Vu Mai,Ying Wu,Meijuan Xi,Guo-Rong Chen,Irene Ng;;https://www.rottentomatoes.com/m/joy_luck_club
Carlito's Way;;91;;82;;R;;A free man after years in prison, Carlito Brigante (Al Pacino) intends to give up his criminal ways, but it's not long before the ex-con is sucked back into the New York City underworld. Reconnecting with his dancer girlfriend, Gail (Penelope Ann Miller), Carlito gets entangled in the shady dealings of his friend Dave Kleinfeld (Sean Penn), who also serves as his lawyer. When Carlito and Kleinfeld run afoul of shifty gangster Benny Blanco (John Alberto Leguizamo), it sets them on a dangerous path.;;Drama,Crime;;Brian De Palma;;1993;;Al Pacino,Sean Penn,Penelope Ann Miller,Luis Guzmán,John Leguizamo,Ingrid Rogers,James Rebhorn,Joseph Siravo,Viggo Mortensen,Richard Foronjy,Jorge Porcel,Adrian Pasdar;;https://www.rottentomatoes.com/m/carlitos_way
The Pelican Brief;;61;;53;;PG-13;;Taut thriller about a young law student whose legal brief about the assassination of two Supreme Court justices causes her to be targeted by killers. She realizes just how accurate her accusations have been when her lover and mentor is murdered. Forced to go on the run in New Orleans, she is aided by a journalist who helps her unravel a conspiracy involving senior government figures.;;Mystery & thriller;;Alan J. Pakula;;1993;;Julia Roberts,Denzel Washington,Sam Shepard,John Heard,Tony Goldwyn;;https://www.rottentomatoes.com/m/pelican_brief
Demolition Man;;66;;60;;R;;With innocent victims caught in the crossfire in Los Angeles' intensifying war on crime, both cop John Spartan (Sylvester Stallone) and violent thug Simon Phoenix (Wesley Snipes) are sentenced to a state of frozen incarceration known as "CryoPrison." When Spartan is finally thawed 36 years later, it's 2032, and Los Angeles is now a pacifist utopia called San Angeles. But with Phoenix again on the loose, Spartan must team up with future cop Lenina (Sandra Bullock) to apprehend the killer.;;Action,Sci-fi;;Marco Brambilla;;1993;;Sylvester Stallone,Wesley Snipes,Sandra Bullock,Nigel Hawthorne,Benjamin Bratt,Bob Gunton,Glenn Shadix,Denis Leary,Trent Walker;;https://www.rottentomatoes.com/m/demolition_man
Last Action Hero;;47;;40;;PG-13;;Following the death of his father, young Danny Madigan (Austin O'Brien) takes comfort in watching action movies featuring the indestructible Los Angeles cop Jack Slater (Arnold Schwarzenegger). After being given a magic ticket by theater manager Nick (Robert Prosky), Danny is sucked into the screen and bonds with Slater. When evil fictional villain Benedict (Charles Dance) gets his hands on the ticket and enters the real world, Danny and Jack must follow and stop him.;;Action,Comedy;;John McTiernan;;1993;;Arnold Schwarzenegger,Austin O'Brien,Charles Dance,F. Murray Abraham,Art Carney,Frank McRae,Tom Noonan,Robert Prosky,Anthony Quinn,Mercedes Ruehl,Ian McKellen,Professor Toru Tanaka,Joan Plowright,Tina Turner,Rick Ducommun,Michael V. Gazzo;;https://www.rottentomatoes.com/m/last_action_hero
The Age of Innocence;;75;;84;;PG;;Wealthy lawyer Newland Archer (Daniel Day-Lewis) is engaged to sweet socialite May Welland (Winona Ryder) in 1870s New York. On the surface, it is a perfect match. But when May's beautiful cousin Countess Ellen Olenska (Michelle Pfeiffer), who is estranged from her brutish husband, arrives in town, Newland begins to question the meaning of passion and love as he desperately pursues a relationship with Ellen, even though she has been made a social outcast by Archer's peers.;;Drama;;Martin Scorsese;;1993;;Daniel Day-Lewis,Michelle Pfeiffer,Winona Ryder,Richard E. Grant,Alec McCowen,Geraldine Chaplin,Mary Beth Hurt,Miriam Margolyes,Sîan Phillips,Michael Gough,Alexis Smith,Norman Lloyd,Jonathan Pryce,Robert Sean Leonard,Carolyn Farina;;https://www.rottentomatoes.com/m/age_of_innocence
Hocus Pocus;;71;;38;;PG;;After moving to Salem, Mass., teenager Max Dennison (Omri Katz) explores an abandoned house with his sister Dani (Thora Birch) and their new friend, Allison (Vinessa Shaw). After dismissing a story Allison tells as superstitious, Max accidentally frees a coven of evil witches (Bette Midler, Sarah Jessica Parker, Kathy Najimy) who used to live in the house. Now, with the help of a magical cat, the kids must steal the witches' book of spells to stop them from becoming immortal.;;Kids & family,Comedy;;Kenny Ortega;;1993;;Bette Midler,Sarah Jessica Parker,Kathy Najimy,Omri Katz,Thora Birch,Vinessa Shaw,Sean Murray,Larry Bagby,Tobias Jelinek,Stephanie Faracy,Charles Rocket;;https://www.rottentomatoes.com/m/hocus_pocus
What's Love Got to Do With It;;88;;97;;R;;Based on the life of the legendary soul singer, Tina Turner (Angela Bassett) -- born Anna Mae Bullock -- discovers her love of singing in her Tennessee church choir. She moves to St. Louis to pursue a career, and there she meets the charismatic Ike Turner (Laurence Fishburne), who rechristens her Tina and offers to help her succeed. As a musical team, Ike and Tina take the charts by storm. But as his physical abuse worsens, Tina has to make the tough decision to leave Ike and set out on her own.;;Biography;;Brian Gibson;;1993;;Angela Bassett,Laurence Fishburne,Vanessa Bell Calloway,Jenifer Lewis,RaéVen Larrymore Kelly,Phyllis Yvonne Stickney,Khandi Alexander,Penny Johnson,Pamela Tyson;;https://www.rottentomatoes.com/m/whats_love_got_to_do_with_it
Sleepless in Seattle;;75;;75;;PG;;After the death of his wife, Sam Baldwin (Tom Hanks) moves to Seattle with his son, Jonah (Ross Mallinger). When Jonah calls in to a talk-radio program to find a new wife for his father, Sam grudgingly gets on the line to discuss his feelings. Annie Reed (Meg Ryan), a reporter in Baltimore, hears Sam speak and falls for him, even though she is engaged. Unsure where it will lead, she writes Sam a letter asking him to meet her at the Empire State Building on Valentine's Day.;;Romance,Comedy;;Nora Ephron;;1993;;Tom Hanks,Meg Ryan,Bill Pullman,Ross Mallinger,Rosie O'Donnell,Rob Reiner,Gaby Hoffmann,Victor Garber,Rita Wilson,Barbara Garrick,Carey Lowell,Calvin Trillin,Dana Ivey,David Hyde Pierce;;https://www.rottentomatoes.com/m/sleepless_in_seattle
The Sandlot;;89;;64;;PG;;When Scottie Smalls (Thomas Guiry) moves to a new neighborhood, he manages to make friends with a group of kids who play baseball at the sandlot. Together they go on a series of funny and touching adventures. The boys run into trouble when Smalls borrows a ball from his stepdad that gets hit over a fence.;;Drama,Comedy,Kids & family;;David M. Evans;;1993;;Tom Guiry,Mike Vitar,Patrick Renna,Chauncey Leopardi,Marty York,Brandon Quintin Adams,Grant Gelt,Shane Obedzinski,Victor DiMattia,Karen Allen,Denis Leary,James Earl Jones,Art LaFleur;;https://www.rottentomatoes.com/m/sandlot
Searching for Bobby Fischer;;86;;100;;PG;;After he beats his dad (Joe Mantegna) in a chess match, Josh Waitzkin (Max Pomeranc), a 7-year-old, gets noticed for his talent. He becomes interested in speed chess at the park and learns the game from a hustler named Vinnie (Laurence Fishburne). However, Josh's parents invest in the services of Bruce (Ben Kingsley), a famous coach who has very different practices. Between Bruce's methods and the stress of the competitions, Josh learns that even a chess prodigy cannot make all the right moves.;;Drama,Biography;;Steven Zaillian;;1993;;Joe Mantegna,Max Pomeranc,Joan Allen,Ben Kingsley,Laurence Fishburne,Michael Nirenberg,Robert Stephens,David Paymer,William H. Macy;;https://www.rottentomatoes.com/m/searching_for_bobby_fischer
Fearless;;80;;85;;R;;When Max Klein (Jeff Bridges) survives a plane crash that kills many others, his last-minute epiphanies bring him a sense of invulnerability, leading to radical behavior. Instead of contacting his wife (Isabella Rossellini) after the crash, he sets off on a trip to see his old girlfriend, eats foods he was allergic to previously, and is strangely unafraid to fly again. Can a psychologist (John Turturro) and a fellow guilt-ridden survivor (Rosie Perez) help bring him down to earth?;;Drama;;Peter Weir;;1993;;Jeff Bridges,Isabella Rossellini,Rosie Perez,Tom Hulce,John Turturro,Benicio Del Toro,Deirdre O'Connell,John de Lancie,Spencer Vrooman,Daniel Cerny,Eve Roberts;;https://www.rottentomatoes.com/m/1046151-fearless
Falling Down;;84;;73;;R;;A middle-aged man dealing with both unemployment and divorce, William Foster (Michael Douglas) is having a bad day. When his car breaks down on a Los Angeles highway, he leaves his vehicle and begins a trek across the city to attend his daughter's birthday party. As he makes his way through the urban landscape, William's frustration and bitterness become more evident, resulting in violent encounters with various people, including a vengeful gang and a dutiful veteran cop (Robert Duvall).;;Action;;Joel Schumacher;;1993;;Michael Douglas,Robert Duvall,Barbara Hershey,Rachel Ticotin,Tuesday Weld,Frederic Forrest,Lois Smith,Raymond J. Barry;;https://www.rottentomatoes.com/m/falling_down
Groundhog Day;;88;;97;;PG;;Phil (Bill Murray), a weatherman, is out to cover the annual emergence of the groundhog from its hole. He gets caught in a blizzard that he didn't predict and finds himself trapped in a time warp. He is doomed to relive the same day over and over again until he gets it right.;;Comedy,Romance;;Harold Ramis;;1993;;Bill Murray,Andie MacDowell,Chris Elliott,Stephen Tobolowsky,Brian Doyle-Murray,Marita Geraghty,Angela Paton,Rick Ducommun,Rick Overton,Robin Duke,Carol Bivins,Ken Campbell,Peggy Roder,Harold Ramis,David Pasquesi;;https://www.rottentomatoes.com/m/groundhog_day
The Fugitive;;89;;96;;PG-13;;Wrongfully accused of murdering his wife, Richard Kimble (Harrison Ford) escapes from the law in an attempt to find her killer and clear his name. Pursuing him is a team of U.S. marshals led by Deputy Samuel Gerard (Tommy Lee Jones), a determined detective who will not rest until Richard is captured. As Richard leads the team through a series of intricate chases, he discovers the secrets behind his wife's death and struggles to expose the killer before it is too late.;;Drama,Action,Crime,Mystery & thriller;;Andrew Davis;;1993;;Harrison Ford,Tommy Lee Jones,Sela Ward,Julianne Moore,Joe Pantoliano,Jeroen Krabbé,Andreas Katsulas,Daniel Roebuck,L. Scott Caldwell;;https://www.rottentomatoes.com/m/1046129-fugitive
Romeo Is Bleeding;;62;;27;;R;;Jack Grimaldi (Gary Oldman) is a cop who offers tips to the Mafia for money, and cheats on his loving wife with a young mistress. His life changes when an Italian mob boss, Don Falcone (Roy Scheider), asks him to kill Mona Demarkov (Lena Olin), a Russian assassin. But Mona escapes from Jack's grasp at every opportunity, leaving him to face dire consequences, dragging him into a lethal game of cat and mouse and manipulating him into carrying out otherwise unimaginable acts.;;Drama,Crime;;Peter Medak;;1993;;Gary Oldman,Lena Olin,Annabella Sciorra,Juliette Lewis,Roy Scheider,David Proval,Will Patton,Larry Joshua,James Cromwell,Dennis Farina,Ron Perlman;;https://www.rottentomatoes.com/m/romeo_is_bleeding
Jurassic Park;;91;;92;;PG-13;;In Steven Spielberg's massive blockbuster, paleontologists Alan Grant (Sam Neill) and Ellie Sattler (Laura Dern) and mathematician Ian Malcolm (Jeff Goldblum) are among a select group chosen to tour an island theme park populated by dinosaurs created from prehistoric DNA. While the park's mastermind, billionaire John Hammond (Richard Attenborough), assures everyone that the facility is safe, they find out otherwise when various ferocious predators break free and go on the hunt.;;Action,Adventure,Sci-fi,Mystery & thriller;;Steven Spielberg;;1993;;Sam Neill,Laura Dern,Jeff Goldblum,Richard Attenborough,Bob Peck,Martin Ferrero,BD Wong,Joseph Mazzello,Ariana Richards,Samuel L. Jackson,Wayne Knight;;https://www.rottentomatoes.com/m/jurassic_park
The Remains of the Day;;89;;95;;PG;;During the 1930s, James Stevens (Anthony Hopkins) serves as a proper English butler to the doltish Lord Darlington (James Fox). Stevens is so dedicated that he forgoes visiting his father on his deathbed in order to serve, and overlooks Darlington's Nazi sympathies and growing anti-Semitism. Twenty years after his employer's death, Stevens tries to reconnect with Miss Kenton (Emma Thompson), Darlington's head housekeeper, and begins to regret his loyalty to his former master.;;Drama;;James Ivory;;1993;;Anthony Hopkins,Emma Thompson,James Fox,Christopher Reeve,Peter Vaughan,Hugh Grant,Michaël Lonsdale,Tim Pigott-Smith,Patrick Godfrey;;https://www.rottentomatoes.com/m/remains_of_the_day
Cool Runnings;;81;;76;;PG;;Four Jamaican bobsledders dream of competing in the Winter Olympics, despite never having seen snow. With the help of a disgraced former champion desperate to redeem himself, the Jamaicans set out to become worthy of Olympic selection, and go all out for glory.;;Drama,Comedy;;Jon Turteltaub;;1993;;Leon,Doug E. Doug,Malik Yoba,John Candy,Rawle D. Lewis,Raymond J. Barry,Larry Gilman,Peter Outerbridge,Paul Coeur;;https://www.rottentomatoes.com/m/1046227-cool_runnings
Army of Darkness;;87;;73;;R;;3rd Evil Dead movie. Ash (Bruce Campbell) finds himself trapped in medieval times. He must quest for the Necronomicon, a book of evil which can return him to his time. Unfortunately, he releases the evil trapped inside the book and unleashes an army of the dead.;;Fantasy,Comedy,Adventure,Horror;;Sam Raimi;;1993;;Bruce Campbell,Embeth Davidtz,Marcus Gilbert,Ian Abercrombie,Richard Grove,Michael Earl Reid,Timothy Patrick Quill,Bridget Fonda;;https://www.rottentomatoes.com/m/army_of_darkness
The Secret Garden;;80;;88;;G;;Adaptation of Frances Hodgson Burnett's classic fairy tale, "The Secret Garden." Mary Lennox (Kate Maberly) is an orphan sent to live with her uncle at his mansion that is full of secrets. She discovers a crippled cousin she never knew she had and a neglected garden she is determined to bring back to life.;;Drama,Kids & family;;Agnieszka Holland;;1993;;Kate Maberly,Heydon Prowse,Maggie Smith,John Lynch,Andrew Knott,Laura Crossley,Walter Sparrow,Irène Jacob;;https://www.rottentomatoes.com/m/1045518-secret_garden
Indecent Proposal;;47;;34;;R;;David (Woody Harrelson) and Diana Murphy (Demi Moore) are a loving couple with a bright future. David is a talented architect; Diana is a top-notch real estate agent. But when the recession hits, their finances take a nosedive. In a last-ditch effort to save their dream home, they head to Las Vegas to win their mortgage money gambling. After they lose everything, a mysterious billionaire (Robert Redford) offers the solution to their money problems: $1 million -- if he can sleep with Diana.;;Drama;;Adrian Lyne;;1993;;Robert Redford,Demi Moore,Woody Harrelson,Oliver Platt,Seymour Cassel,Billy Bob Thornton,Rip Taylor,Billy Connolly;;https://www.rottentomatoes.com/m/indecent_proposal
In the Line of Fire;;79;;96;;R;;A Secret Service agent is taunted by calls from a would-be killer who has detailed information about the agent - including the fact that he failed to save President John F. Kennedy from assassination. The caller is revealed as an ex-CIA assassin, and the agent, who is investigating a threat to the current president, is determined not to let history repeat itself.;;Drama,Crime,Mystery & thriller;;Wolfgang Petersen;;1993;;Clint Eastwood,John Malkovich,Rene Russo,Dylan McDermott,Gary Cole,Fred Dalton Thompson,John Mahoney,James Curley,Clyde Kusatsu,Patrika Darbo,John Heard,Sally Hughes,Steve Hytner,Tobin Bell,Mary Van Arsdel;;https://www.rottentomatoes.com/m/in_the_line_of_fire
Super Mario Bros.;;29;;28;;PG;;Brooklyn plumbers Mario (Bob Hoskins) and Luigi (John Alberto Leguizamo) rescue Princess Daisy from King Koopa (Dennis Hopper) and the Goombas in a dinosaur world.;;Fantasy;;Rocky Morton;;1993;;Bob Hoskins,John Leguizamo,Dennis Hopper,Samantha Mathis,Fisher Stevens,Richard Edson,Fiona Shaw,Dana Kaminski,Mojo Nixon,Gianni Russo,Francesca Roberts,Lance Henriksen,Sylvia Harman,Desiree Marie Velez;;https://www.rottentomatoes.com/m/super_mario_bros
Rudy;;90;;78;;PG;;Rudy Ruettiger (Sean Astin) wants to play football at the University of Notre Dame, but has neither the money for tuition nor the grades to qualify for a scholarship. Rudy redoubles his efforts to get out of the steel mill where his father works when his best friend (Christopher Reed) dies in an accident there. Overcoming his dyslexia thanks to his friend and tutor, D-Bob (Jon Favreau), Rudy gains admission to Notre Dame and begins to fight his way onto the school's fabled football team.;;Drama;;David Anspaugh;;1993;;Sean Astin,Ned Beatty,Charles S. Dutton,Robert Prosky,Lili Taylor,Jon Favreau,Jason Miller,Christopher Reed,Greta Lind,Scott Benjaminson,Ron Dean,Chelcie Ross;;https://www.rottentomatoes.com/m/rudy
Blue;;93;;98;;R;;Julie (Juliette Binoche) is haunted by her grief after living through a tragic auto wreck that claimed the life of her composer husband and young daughter. Her initial reaction is to withdraw from her relationships, lock herself in her apartment and suppress her pain. But avoiding human interactions on the bustling streets of Paris proves impossible, and she eventually meets up with Olivier (Benoît Régent), an old friend who harbors a secret love for her, and who could draw her back to reality.;;Drama;;Krzysztof Kieslowski;;1993;;Juliette Binoche,Benoît Régent,Florence Pernel,Hélène Vincent,Philippe Volter,Hugues Quester,Emmanuelle Riva,Julie Delpy,Zbigniew Zamachowski,Alain Decaux;;https://www.rottentomatoes.com/m/three_colors_blue
Dazed and Confused;;90;;92;;R;;This coming-of-age film follows the mayhem of group of rowdy teenagers in Austin, Texas, celebrating the last day of high school in 1976. The graduating class heads for a popular pool hall and joins an impromptu keg party, however star football player Randall "Pink" Floyd (Jason London) has promised to focus on the championship game and abstain from partying. Meanwhile, the incoming freshmen try to avoid being hazed by the seniors, most notably the sadistic bully Fred O'Bannion (Ben Affleck).;;Drama;;Richard Linklater;;1993;;Jason London,Wiley Wiggins,Sasha Jenson,Rory Cochrane,Milla Jovovich,Marissa Ribisi,Adam Goldberg,Anthony Rapp,Matthew McConaughey,Ben Affleck,Zeke Mills;;https://www.rottentomatoes.com/m/dazed_and_confused
Menace II Society;;93;;84;;R;;After growing up in the gang lifestyle of the Los Angeles projects, 18-year-old Caine Lawson (Tyrin Turner) wants a way out. Everyone around him, including his unpredictable friend O-Dog (Larenz Tate), is trapped in their lives of crime and violence. With the help of his caring teacher (Charles Dutton) and supportive girlfriend (Jada Pinkett), Caine plans to leave the city for good. But in a series of tragic events, Caine realizes that escape will not be easy.;;Drama;;Allen Hughes,Albert Hughes;;1993;;Tyrin Turner,Jada Pinkett Smith,Vonte Sweet,Larenz Tate,MC Eight,Ryan Williams,Too $hort,Samuel L. Jackson,Charles S. Dutton,Glenn Plummer,Bill Duke;;https://www.rottentomatoes.com/m/menace_ii_society
Robin Hood: Men in Tights;;81;;41;;PG-13;;Crusading nobleman Robin of Loxley (Cary Elwes) escapes from prison in Jerusalem and returns home to find that the evil Prince John (Richard Lewis) has confiscated his family estate and is abusing the citizenry. Robin enlists his blind attendant, Blinkin (Mark Blankfield), his friend Will Scarlett O'Hara (Matthew Porretta) and Little John (Eric Allan Kramer) to help regain his home. Robin also hopes to woo the beautiful Maid Marian (Amy Yasbeck), but her chastity belt may prove a challenge.;;Comedy;;Mel Brooks;;1993;;Cary Elwes,Richard Lewis,Roger Rees,Amy Yasbeck,Dave Chappelle,Mark Blankfield,Tracey Ullman,Eric Allan Kramer,Megan Cavanagh,Mel Brooks,Dom DeLuise,Dick Van Patten,Matthew Porretta,Isaac Hayes,Robert Ridgely,Chuck McCann,Clive Revill,Patrick Stewart;;https://www.rottentomatoes.com/m/robin_hood_men_in_tights
Short Cuts;;88;;95;;R;;Many loosely connected characters cross paths in this film, based on the stories of Raymond Carver. Waitress Doreen Piggot (Lily Tomlin) accidentally runs into a boy with her car. Soon after walking away, the child lapses into a coma. While at the hospital, the boy's grandfather (Jack Lemmon) tells his son, Howard (Bruce Davison), about his past affairs. Meanwhile, a baker (Lyle Lovett) starts harassing the family when they fail to pick up the boy's birthday cake.;;Drama,Comedy;;Robert Altman;;1993;;Andie MacDowell,Bruce Davison,Julianne Moore,Matthew Modine,Lily Tomlin,Tom Waits,Robert Downey Jr.,Chris Penn,Jennifer Jason Leigh,Lyle Lovett,Huey Lewis,Buck Henry,Fred Ward,Anne Archer,Tim Robbins,Madeleine Stowe,Peter Gallagher,Lori Singer,Frances McDormand,Annie Ross;;https://www.rottentomatoes.com/m/short_cuts
Philadelphia;;89;;81;;PG-13;;Fearing it would compromise his career, lawyer Andrew Beckett (Tom Hanks) hides his homosexuality and HIV status at a powerful Philadelphia law firm. But his secret is exposed when a colleague spots the illness's telltale lesions. Fired shortly afterwards, Beckett resolves to sue for discrimination, teaming up with Joe Miller (Denzel Washington), the only lawyer willing to help. In court, they face one of his ex-employer's top litigators, Belinda Conine (Mary Steenburgen).;;Drama,Lgbtq+;;Jonathan Demme;;1993;;Tom Hanks,Denzel Washington,Jason Robards,Antonio Banderas,Joanne Woodward,Mary Steenburgen,Ron Vawter,Robert Ridgely,Charles Napier,Roger Corman,John Bedford Lloyd,Anna Deavere Smith,Tracey Walter,Kathryn Witt,Bradley Whitford;;https://www.rottentomatoes.com/m/philadelphia
Tombstone;;94;;74;;R;;Wyatt Earp (Kurt Russell) and his brothers, Morgan (Bill Paxton) and Virgil (Sam Elliott), have left their gunslinger ways behind them to settle down and start a business in the town of Tombstone, Ariz. While they aren't looking to find trouble, trouble soon finds them when they become targets of the ruthless Cowboy gang. Now, together with Wyatt's best friend, Doc Holliday (Val Kilmer), the brothers pick up their guns once more to restore order to a lawless land.;;Action,Western;;George P. Cosmatos;;1993;;Kurt Russell,Val Kilmer,Michael Biehn,Powers Boothe,Robert John Burke,Dana Delany,Sam Elliott,Stephen Lang,Terry O'Quinn,Joanna Pacula,Bill Paxton,Jason Priestley,Michael Rooker,Jon Tenney,Dana Wheeler-Nicholson,Billy Zane,Buck Taylor,Harry Carey Jr.,Pedro Armendáriz Jr.,Charlton Heston;;https://www.rottentomatoes.com/m/tombstone
Cliffhanger;;52;;67;;R;;Outdoor thriller in which a former mountain rescuer is pitted against a group of criminals who have lost their $100 million stash during a plane crash in the Rocky Mountains. After being persuaded to help rescue a group of stranded hikers, he discovers that they are in fact a gang of violent robbers who need help to locate their missing loot.;;Action,Adventure,Mystery & thriller;;Renny Harlin;;1993;;Sylvester Stallone,John Lithgow,Michael Rooker,Janine Turner,Rex Linn,Caroline Goodall,Leon,Paul Winfield,Ralph Waite,Craig Fairbass,Gregory Scott Cummins,Denis Forest,Michelle Joyner,Max Perlich,Trey Brownell;;https://www.rottentomatoes.com/m/1044214-cliffhanger
Reality Bites;;74;;64;;PG-13;;After college, Lelaina (Winona Ryder) films a documentary about herself and friends as they flounder in their attempts to forge relationships and begin careers. Vickie (Janeane Garofalo) works retail, has an endless string of one-night stands and awaits the results of her HIV test. Sammy (Steve Zahn) tries to come out to his parents. Lelaina gets involved with yuppie Michael (Ben Stiller) while maintaining a love-hate relationship with Troy (Ethan Hawke), who's undergoing an existential crisis.;;Drama;;Ben Stiller;;1993;;Winona Ryder,Ethan Hawke,Ben Stiller,Janeane Garofalo,Steve Zahn,Swoosie Kurtz,Joe Don Baker,John Mahoney,Harry O'Reilly,Susan Norfleet,David Pirner,Keith David,Karen Duffy;;https://www.rottentomatoes.com/m/reality_bites
Schindler's List;;97;;98;;R;;Businessman Oskar Schindler (Liam Neeson) arrives in Krakow in 1939, ready to make his fortune from World War II, which has just started. After joining the Nazi party primarily for political expediency, he staffs his factory with Jewish workers for similarly pragmatic reasons. When the SS begins exterminating Jews in the Krakow ghetto, Schindler arranges to have his workers protected to keep his factory in operation, but soon realizes that in so doing, he is also saving innocent lives.;;Drama,History;;Steven Spielberg;;1993;;Liam Neeson,Ben Kingsley,Ralph Fiennes,Caroline Goodall,Jonathan Segal,Embeth Davidtz,Malgoscha Gebel,Shmuel Levy,Mark Ivanir,Beatrice Macola;;https://www.rottentomatoes.com/m/schindlers_list
